date,vxn,vix,sp,nasdaq,dow,splag,nasdaqlag,dowlag
2001.3.16,76.23000336,29.90999985,-0.019819183,-0.025995653,-0.02093991,0.005854126,-0.016040011,0.005780677
2001.3.19,73.59999847,29.78000069,0.017473136,0.031376133,0.013719417,-0.019819183,-0.025995653,-0.02093991
2001.3.20,74.33999634,30.95999908,-0.024372,-0.049235181,-0.024223965,0.017473136,0.031376133,0.013719417
2001.3.21,71.33999634,31.93000031,-0.018086277,-0.014757533,-0.02434134,-0.024372,-0.049235181,-0.024223965
2001.3.22,71.54000092,32.84000015,-0.004071996,0.03620097,-0.010332477,-0.018086277,-0.014757533,-0.02434134
2001.3.23,70.69999695,30.45000076,0.019713496,0.016193258,0.012204895,-0.004071996,0.03620097,-0.010332477
2001.3.26,69.19999695,29.04000092,0.011219201,-0.005297446,0.019044661,0.019713496,0.016193258,0.012204895
2001.3.27,66.59999847,27.04000092,0.025253479,0.027626459,0.026485769,0.011219201,-0.005297446,0.019044661
2001.3.28,68.37000275,28.57999992,-0.024733009,-0.061749286,-0.016438959,0.025253479,0.027626459,0.026485769
2001.3.29,73.22000122,29.17000008,-0.004641061,-0.018265977,0.00140009,-0.024733009,-0.061749286,-0.016438959
2001.3.30,72.12999725,28.63999939,0.010726709,0.010757262,0.008102631,-0.004641061,-0.018265977,0.00140009
2001.4.2,72.22000122,31.20999908,-0.01254024,-0.031626375,-0.010261277,0.010726709,0.010757262,0.008102631
2001.4.3,75.12000275,34.72000122,-0.034998475,-0.063662075,-0.030341322,-0.01254024,-0.031626375,-0.010261277
2001.4.4,76.37000275,34.06999969,-0.002905325,-0.020654126,0.003127181,-0.034998475,-0.063662075,-0.030341322
2001.4.5,76.29000092,29.94000053,0.042752913,0.085454119,0.041442677,-0.002905325,-0.020654126,0.003127181
2001.4.6,79.55999756,31.69000053,-0.020185948,-0.036884852,-0.012883537,0.042752913,0.085454119,0.041442677
2001.4.9,75.18000031,31.90999985,0.008084626,0.014627765,0.005506215,-0.020185948,-0.036884852,-0.012883537
2001.4.10,74.40000153,29.44000053,0.026706219,0.059121023,0.02582771,0.008084626,0.014627765,0.005506215
2001.4.11,75.18000031,28.45999908,-0.002133422,0.025018726,-0.008875538,0.026706219,0.059121023,0.02582771
2001.4.12,66.33000183,26.12000084,0.014991394,0.03237275,0.011268083,-0.002133422,0.025018726,-0.008875538
2001.4.16,73.37000275,26.32999992,-0.003232889,-0.026795769,0.003117416,0.014991394,0.03237275,0.011268083
2001.4.17,73.58999634,25.61000061,0.010229948,0.007122792,0.005709961,-0.003232889,-0.026795769,0.003117416
2001.4.18,69.70999908,24.12999916,0.038153225,0.078097749,0.038319672,0.010229948,0.007122792,0.005709961
2001.4.19,71.83000183,24.15999985,0.012464722,0.048207399,0.007309424,0.038153225,0.078097749,0.038319672
2001.4.20,74.33999634,25.37999916,-0.008579449,-0.008620358,-0.010704503,0.012464722,0.048207399,0.007309424
2001.4.23,78.37000275,28.15999985,-0.01509346,-0.049309776,-0.004511088,-0.008579449,-0.008620358,-0.010704503
2001.4.24,79.94999695,28.48999977,-0.012236024,-0.020957988,-0.007422936,-0.01509346,-0.049309776,-0.004511088
2001.4.25,79.75,27.39999962,0.01581517,0.021191038,0.016211368,-0.012236024,-0.020957988,-0.007422936
2001.4.26,78.41999817,25.95999908,0.004684854,-0.012172063,0.006299939,0.01581517,0.021191038,0.016211368
2001.4.27,71.30000305,24.02000046,0.014898372,0.019851926,0.010947743,0.004684854,-0.012172063,0.006299939
2001.4.30,68.70999908,25.47999954,-0.002869192,0.019352147,-0.006969628,0.014898372,0.019851926,0.010947743
2001.5.1,65.45999908,24.20000076,0.013498342,0.02427485,0.015103858,-0.002869192,0.019352147,-0.006969628
2001.5.2,63.90000153,24.22999954,0.000781502,0.0238617,-0.001989451,0.013498342,0.02427485,0.015103858
2001.5.3,68.62000275,25.78000069,-0.0149844,-0.03407866,-0.007385082,0.000781502,0.0238617,-0.001989451
2001.5.4,66.19999695,23.90999985,0.014337158,0.02090113,0.014216776,-0.0149844,-0.03407866,-0.007385082
2001.5.7,63.83000183,24.86000061,-0.002450459,-0.008228935,-0.00146852,0.014337158,0.02090113,0.014216776
2001.5.8,62.91999817,24.44000053,-0.00182996,0.011527113,-0.004735415,-0.002450459,-0.008228935,-0.00146852
2001.5.9,65.66000366,24.35000038,-0.00449782,-0.019351358,-0.001519901,-0.00182996,0.011527113,-0.004735415
2001.5.10,66.54000092,24,-0.000286759,-0.012960088,0.003991292,-0.00449782,-0.019351358,-0.001519901
2001.5.11,65.62000275,23.54000092,-0.007605458,-0.010117512,-0.00820287,-0.000286759,-0.012960088,0.003991292
2001.5.14,66.12000275,24.26000023,0.00260564,-0.012178656,0.005163516,-0.007605458,-0.010117512,-0.00820287
2001.5.15,63.68000031,23.70999908,0.000416191,0.001756524,-0.000400946,0.00260564,-0.012178656,0.005163516
2001.5.16,60.22000122,21.88999939,0.028055525,0.038038209,0.031054323,0.000416191,0.001756524,-0.000400946
2001.5.17,58.68999863,21.46999931,0.002720054,0.012495227,0.002907715,0.028055525,0.038038209,0.031054323
2001.5.18,53.06000137,21.22999954,0.002689432,0.002367619,0.004714811,0.002720054,0.012495227,0.002907715
2001.5.21,52.97000122,20.76000023,0.016024664,0.047388561,0.003196136,0.002689432,0.002367619,0.004714811
2001.5.22,52.90000153,21.35000038,-0.002631333,0.003576199,-0.007141355,0.016024664,0.047388561,0.003196136
2001.5.23,53.63999939,22.07999992,-0.015648196,-0.030884623,-0.013570138,-0.002631333,0.003576199,-0.007141355
2001.5.24,53.22000122,20.56999969,0.003191051,0.017032801,0.001521524,-0.015648196,-0.030884623,-0.013570138
2001.5.25,52.45999908,20.60000038,-0.011886311,-0.013673122,-0.010579538,0.003191051,0.017032801,0.001521524
2001.5.29,56.08000183,22.13999939,-0.0078246,-0.034110975,0.003063761,-0.011886311,-0.013673122,-0.010579538
2001.5.30,59.61999893,22.76000023,-0.015779357,-0.042747909,-0.015197598,-0.0078246,-0.034110975,0.003063761
2001.5.31,59.66999817,22.63999939,0.006182368,0.012391125,0.003608132,-0.015779357,-0.042747909,-0.015197598
2001.6.1,57.18999863,21.59000015,0.003854658,0.018287172,0.007165447,0.006182368,0.012391125,0.003608132
2001.6.4,57.06999969,21.37999916,0.005095345,0.003014837,0.006449288,0.003854658,0.018287172,0.007165447
2001.6.5,53.90000153,19.57999992,0.012906511,0.035419303,0.010281915,0.005095345,0.003014837,0.006449288
2001.6.6,54.34000015,20.38999939,-0.010604671,-0.007157315,-0.009493844,0.012906511,0.035419303,0.010281915
2001.6.7,52.70000076,19.67000008,0.005441677,0.020649019,0.001850099,-0.010604671,-0.007157315,-0.009493844
2001.6.8,52.79000092,19.92000008,-0.009441752,-0.021835567,-0.010308372,0.005441677,0.020649019,0.001850099
2001.6.11,54.47999954,20.70000076,-0.00839106,-0.02021103,-0.005014845,-0.009441752,-0.021835567,-0.010308372
2001.6.12,54.13000107,20.70000076,0.001163204,-0.00038246,0.00240416,-0.00839106,-0.02021103,-0.005014845
2001.6.13,57.63999939,21.45000076,-0.011411764,-0.022505344,-0.007035755,0.001163204,-0.00038246,0.00240416
2001.6.14,59.45999908,23.12000084,-0.017656559,-0.037255868,-0.01683486,-0.011411764,-0.022505344,-0.007035755
2001.6.15,60.54999924,22.80999947,-0.004527115,-0.007680771,-0.006239201,-0.017656559,-0.037255868,-0.01683486
2001.6.18,56.40000153,23.17000008,-0.004895136,-0.019816159,0.002044311,-0.004527115,-0.007680771,-0.006239201
2001.6.19,55.24000168,22.34000015,0.003428244,0.002024485,-0.004586191,-0.004895136,-0.019816159,0.002044311
2001.6.20,54.52000046,21.70999908,0.00867105,0.019175992,0.00476937,0.003428244,0.002024485,-0.004586191
2001.6.21,52.06000137,19.37999916,0.011300126,0.013457425,0.006375566,0.00867105,0.019175992,0.00476937
2001.6.22,51.84000015,20.02000046,-0.009494963,-0.01168669,-0.010397818,0.011300126,0.013457425,0.006375566
2001.6.25,54.00999832,20.67000008,-0.005523859,0.007846976,-0.009509856,-0.009494963,-0.01168669,-0.010397818
2001.6.26,52.81000137,21.20000076,-0.001511042,0.006682096,-0.003026146,-0.005523859,0.007846976,-0.009509856
2001.6.27,51.88999939,20.87999916,-0.004687374,0.004889593,-0.003600716,-0.001511042,0.006682096,-0.003026146
2001.6.28,48.70999908,20.01000023,0.012415695,0.024152391,0.012510977,-0.004687374,0.004889593,-0.003600716
2001.6.29,45.49000168,19.05999947,-0.001485319,0.016369977,-0.00605733,0.012415695,0.024152391,0.012510977
2001.7.2,43.97000122,18.76000023,0.010028093,-0.005485906,0.008657507,-0.001485319,0.016369977,-0.00605733
2001.7.3,45.13999939,18.92000008,-0.001837203,-0.003692689,-0.002136505,0.010028093,-0.005485906,0.008657507
2001.7.5,49.43999863,20.09000015,-0.012397781,-0.028758785,-0.008669488,-0.001837203,-0.003692689,-0.002136505
2001.7.6,51.99000168,21.62999916,-0.023778752,-0.037195791,-0.021916249,-0.012397781,-0.028758785,-0.008669488
2001.7.9,51.13999939,22.47999954,0.006855444,0.011188732,0.004546575,-0.023778752,-0.037195791,-0.021916249
2001.7.10,56.20000076,23.25,-0.014502636,-0.032046819,-0.012089085,0.006855444,0.011188732,0.004546575
2001.7.11,57.20000076,24.01000023,-0.001134747,0.004701609,0.006404584,-0.014502636,-0.032046819,-0.012089085
2001.7.12,54.02000046,22.09000015,0.023414984,0.051249152,0.022971144,-0.001134747,0.004701609,0.006404584
2001.7.13,53.47000122,21.13999939,0.006221636,0.004350438,0.005715992,0.023414984,0.051249152,0.022971144
2001.7.16,53.95999908,22.90999985,-0.010942534,-0.02706595,-0.006371815,0.006221636,0.004350438,0.005715992
2001.7.17,54.84000015,22.61000061,0.009921915,0.018650916,0.012740118,-0.010942534,-0.02706595,-0.006371815
2001.7.18,56.43999863,23.60000038,-0.005557045,-0.025053422,-0.003452893,0.009921915,0.018650916,0.012740118
2001.7.19,54.59000015,22.51000023,0.006034582,0.014975283,0.003793229,-0.005557045,-0.025053422,-0.003452893
2001.7.20,53.63999939,22.34000015,-0.003437981,-0.008449579,-0.003148175,0.006034582,0.014975283,0.003793229
2001.7.23,54.72000122,23.73999977,-0.016504069,-0.020314609,-0.014497655,-0.003437981,-0.008449579,-0.003148175
2001.7.24,57.61999893,25.23999977,-0.016405471,-0.01485415,-0.017740123,-0.016504069,-0.020314609,-0.014497655
2001.7.25,54.72000122,24,0.015951946,0.012719621,0.015939842,-0.016405471,-0.01485415,-0.017740123
2001.7.26,52.72000122,23.01000023,0.010395313,0.019285507,0.004789736,0.015951946,0.012719621,0.015939842
2001.7.27,51.77000046,22,0.002399497,0.003015767,-0.003733178,0.010395313,0.019285507,0.004789736
2001.7.30,50.59000015,22.69000053,-0.001078625,-0.005549918,-0.001436249,0.002399497,0.003015767,-0.003733178
2001.7.31,48.34999847,21.62000084,0.005555193,0.004593387,0.01157409,-0.001078625,-0.005549918,-0.001436249
2001.8.1,47.81000137,20.55999947,0.003872904,0.020144634,-0.001217127,0.005555193,0.004593387,0.01157409
2001.8.2,48.04999924,20.09000015,0.003956164,0.009143999,0.003909558,0.003872904,0.020144634,-0.001217127
2001.8.3,48.47000122,19.88999939,-0.00525649,-0.01013551,-0.003645986,0.003956164,0.009143999,0.003909558
2001.8.6,48.41999817,21.88999939,-0.011487474,-0.015642003,-0.010659967,-0.00525649,-0.01013551,-0.003645986
2001.8.7,48.75999832,21.01000023,0.003260077,-0.003185572,0.005506296,-0.011487474,-0.015642003,-0.010659967
2001.8.8,48.72999954,22.31999969,-0.017480015,-0.030762439,-0.015925387,0.003260077,-0.003185572,0.005506296
2001.8.9,48.15000153,21.75,-8.45E-05,-0.00154722,0.00049141,-0.017480015,-0.030762439,-0.015925387
2001.8.10,48.52000046,20.54999924,0.005670734,-0.003495076,0.011363049,-8.45E-05,-0.00154722,0.00049141
2001.8.13,47.49000168,20.42000008,0.000949006,0.013090749,-3.26E-05,0.005670734,-0.003495076,0.011363049
2001.8.14,48.43999863,20.47999954,-0.003835177,-0.008979517,-0.000359153,0.000949006,0.013090749,-3.26E-05
2001.8.15,48.36999893,20.90999985,-0.00736653,-0.023506144,-0.006380149,-0.003835177,-0.008979517,-0.000359153
2001.8.16,50.97999954,21.54000092,0.003085179,0.005938863,0.004491114,-0.00736653,-0.023506144,-0.006380149
2001.8.17,52.02000046,23.84000015,-0.016803443,-0.033347538,-0.014708456,0.003085179,0.005938863,0.004491114
2001.8.20,51.63999939,22.87000084,0.008091365,0.007651365,0.007712758,-0.016803443,-0.033347538,-0.014708456
2001.8.21,52.54000092,24.39999962,-0.01215303,-0.026963467,-0.014241401,0.008091365,0.007651365,0.007712758
2001.8.22,51.09000015,22.44000053,0.006932046,0.015555745,0.010049524,-0.01215303,-0.026963467,-0.014241401
2001.8.23,49.25999832,22.22999954,-0.002767118,-0.009203484,-0.00465717,0.006932046,0.015555745,0.010049524
2001.8.24,47.70000076,19.70999908,0.019463668,0.03927877,0.018789679,-0.002767118,-0.009203484,-0.00465717
2001.8.27,47.22000122,20.55999947,-0.004839057,-0.00229291,-0.003923994,0.019463668,0.03927877,0.018789679
2001.8.28,48.74000168,22,-0.015123798,-0.025113926,-0.015561989,-0.004839057,-0.00229291,-0.003923994
2001.8.29,49.27999878,23.03000069,-0.011211856,-0.01176338,-0.012911156,-0.015123798,-0.025113926,-0.015561989
2001.8.30,52.27999878,25.40999985,-0.017150152,-0.028333182,-0.017123477,-0.011211856,-0.01176338,-0.012911156
2001.8.31,52.86000061,24.92000008,0.004021845,0.007645063,0.003036836,-0.017150152,-0.028333182,-0.017123477
2001.9.4,57.15000153,25.85000038,-0.000564755,-0.019378676,0.00478666,0.004021845,0.007645063,0.003036836
2001.9.5,58.72999954,26.35000038,-0.001059709,-0.006668988,0.003572439,-0.000564755,-0.019378676,0.00478666
2001.9.6,62.00999832,28.61000061,-0.022644739,-0.030810741,-0.019365467,-0.001059709,-0.006668988,0.003572439
2001.9.7,65.44999695,30.98999977,-0.018812874,-0.010573789,-0.02416881,-0.022644739,-0.030810741,-0.019365467
2001.9.10,63.84000015,31.84000015,0.006206647,0.004540281,-3.54E-05,-0.018812874,-0.010573789,-0.02416881
2001.9.17,73.26000214,41.75999832,-0.050467957,-0.07076688,-0.073962427,0.006206647,0.004540281,-3.54E-05
2001.9.18,74.73999786,38.86999893,-0.005821885,-0.015613064,-0.001941171,-0.050467957,-0.07076688,-0.073962427
2001.9.19,76.93000031,40.56000137,-0.016243709,-0.017698139,-0.016336699,-0.005821885,-0.015613064,-0.001941171
2001.9.20,82.48999786,43.74000168,-0.03155252,-0.037933934,-0.044701031,-0.016243709,-0.017698139,-0.016336699
2001.9.21,77.73000336,42.65999985,-0.019217744,-0.032994101,-0.016903873,-0.03155252,-0.037933934,-0.044701031
2001.9.24,69.41000366,37.75,0.038242593,0.052164255,0.043719313,-0.019217744,-0.032994101,-0.016903873
2001.9.25,67.56999969,35.81000137,0.008751278,0.00149281,0.006500246,0.038242593,0.052164255,0.043719313
2001.9.26,65.94000244,35.25999832,-0.00518004,-0.02535809,-0.010748132,0.008751278,0.00149281,0.006500246
2001.9.27,65.91000366,34,0.011423625,-0.002277172,0.013222006,-0.00518004,-0.02535809,-0.010748132
2001.9.28,65.19000244,31.93000031,0.021685156,0.025742228,0.018956565,0.011423625,-0.002277172,0.013222006
2001.10.1,64.94000244,32.31999969,-0.002298538,-0.012311997,-0.001213442,0.021685156,0.025742228,0.018956565
2001.10.2,63.84000015,31.18000031,0.012230431,0.007985804,0.012791211,-0.002298538,-0.012311997,-0.001213442
2001.10.3,62.16999817,31.34000015,0.019731262,0.057598783,0.019164787,0.012230431,0.007985804,0.012791211
2001.10.4,61.93999863,31.96999931,-0.002474451,0.01038359,-0.006917989,0.019731262,0.057598783,0.019164787
2001.10.5,63.34999847,33.38999939,0.001634743,0.004989684,0.0064783,-0.002474451,0.01038359,-0.006917989
2001.10.8,66.12999725,35.11999893,-0.008379447,0.000404766,-0.00569937,0.001634743,0.004989684,0.0064783
2001.10.9,66.26000214,34.83000183,-0.005369934,-0.022518858,-0.001710781,-0.008379447,0.000404766,-0.00569937
2001.10.10,66.19000244,31.60000038,0.022679118,0.035086312,0.020600611,-0.005369934,-0.022518858,-0.001710781
2001.10.11,61.63999939,31.5,0.015093853,0.04520966,0.018185802,0.022679118,0.035086312,0.020600611
2001.10.12,65.98000336,35.27000046,-0.005280796,0.001133702,-0.007069229,0.015093853,0.04520966,0.018185802
2001.10.15,66.23999786,35.31000137,-0.001531006,-0.00417093,0.000370212,-0.005280796,0.001133702,-0.007069229
2001.10.16,64.01000214,32.88000107,0.006912018,0.015071686,0.003908893,-0.001531006,-0.00417093,0.000370212
2001.10.17,67.11000061,35.08000183,-0.018808419,-0.044972403,-0.016249927,0.006912018,0.015071686,0.003908893
2001.10.18,70.69000244,34.95000076,-0.007904204,0.003867776,-0.007583128,-0.018808419,-0.044972403,-0.016249927
2001.10.19,69.27999878,34.11000061,0.004546964,0.011185387,0.004452546,-0.007904204,0.003867776,-0.007583128
2001.10.22,67.36000061,32.25,0.015180282,0.021762122,0.018612949,0.004546964,0.011185387,0.004452546
2001.10.23,63.72999954,32,-0.004708743,-0.00213333,-0.003948285,0.015180282,0.021762122,0.018612949
2001.10.24,61.90999985,30.95000076,0.000387028,0.015774632,0.000592971,-0.004708743,-0.00213333,-0.003948285
2001.10.25,56.93000031,29.45999908,0.013627707,0.025053952,0.012471134,0.000387028,0.015774632,0.000592971
2001.10.26,56.90999985,28.42000008,0.004100355,-0.003673379,0.008656328,0.013627707,0.025053952,0.012471134
2001.10.29,60.29000092,31.63999939,-0.024106546,-0.040045911,-0.029305819,0.004100355,-0.003673379,0.008656328
2001.10.30,63.40999985,33.45999908,-0.01731496,-0.019074325,-0.016042504,-0.024106546,-0.040045911,-0.029305819
2001.10.31,62.34999847,33.56000137,-9.45E-06,0.013575291,-0.005148169,-0.01731496,-0.019074325,-0.016042504
2001.11.1,61.18000031,32.31000137,0.02268876,0.032652456,0.0205864,-9.45E-06,0.013575291,-0.005148169
2001.11.2,61.18999863,30.70999908,0.002855412,-0.000326497,0.006417221,0.02268876,0.032652456,0.0205864
2001.11.5,58.95999908,30.5,0.014283101,0.027079868,0.012522724,0.002855412,-0.000326497,0.006417221
2001.11.6,57.31000137,28.79999924,0.014421657,0.02283539,0.015772569,0.014283101,0.027079868,0.012522724
2001.11.7,57.18000031,29.12999916,-0.002738617,0.001334241,-0.003839029,0.014421657,0.02283539,0.015772569
2001.11.8,58.75,28.62000084,0.002452618,-0.005325639,0.00346355,-0.002738617,0.001334241,-0.003839029
2001.11.9,58.59000015,27.44000053,0.001581187,0.000388355,0.002133881,0.002452618,-0.005325639,0.00346355
2001.11.12,58.99000168,29.35000038,-0.001769023,0.006351214,-0.005597431,0.001581187,0.000388355,0.002133881
2001.11.13,55.93999863,26.46999931,0.018393206,0.027856377,0.020366082,-0.001769023,0.006351214,-0.005597431
2001.11.14,56.38000107,26.55999947,0.001859401,0.005838794,0.007423972,0.018393206,0.027856377,0.020366082
2001.11.15,57.45000076,25.55999947,0.000902169,-0.001377582,0.004953229,0.001859401,0.005838794,0.007423972
2001.11.16,55.00999832,25.06999969,-0.003147867,-0.001047598,-0.00054707,0.000902169,-0.001377582,0.004953229
2001.11.19,50.83000183,24.45999908,0.010839936,0.018701347,0.011033448,-0.003147867,-0.001047598,-0.00054707
2001.11.20,51.40999985,24.12000084,-0.0073244,-0.028264541,-0.007554185,0.010839936,0.018701347,0.011033448
2001.11.21,52.68000031,24.19000053,-0.004939282,-0.00290767,-0.006759247,-0.0073244,-0.028264541,-0.007554185
2001.11.23,50.81000137,23.25,0.011637896,0.014901303,0.012633068,-0.004939282,-0.00290767,-0.006759247
2001.11.26,48.22000122,23.79000092,0.006135907,0.019785128,0.002310653,0.011637896,0.014901303,0.012633068
2001.11.27,49.27000046,24,-0.006866363,-0.002713305,-0.0110954,0.006135907,0.019785128,0.002310653
2001.11.28,52.20999908,25.89999962,-0.018420008,-0.025106315,-0.016415348,-0.006866363,-0.002713305,-0.0110954
2001.11.29,48.90999985,25.18000031,0.010296586,0.02370554,0.012032066,-0.018420008,-0.025106315,-0.016415348
2001.11.30,48.45000076,23.84000015,-0.000657996,-0.001387249,0.002249853,0.010296586,0.02370554,0.012032066
2001.12.3,49.74000168,25.77000046,-0.008416492,-0.013390927,-0.008931723,-0.000657996,-0.001387249,0.002249853
2001.12.4,48.04000092,24.07999992,0.013100837,0.030095317,0.013214274,-0.008416492,-0.013390927,-0.008931723
2001.12.5,47.43999863,23.02000046,0.022072837,0.04177228,0.022036954,0.013100837,0.030095317,0.013214274
2001.12.6,48.38999939,23.70999908,-0.00278081,0.003623439,-0.001499042,0.022072837,0.04177228,0.022036954
2001.12.7,50.18000031,23.48999977,-0.007559922,-0.016199479,-0.004931339,-0.00278081,0.003623439,-0.001499042
2001.12.10,52.11999893,25.62000084,-0.015995193,-0.014521688,-0.012819798,-0.007559922,-0.016199479,-0.004931339
2001.12.11,50.72999954,25.29999924,-0.002784785,0.004912346,-0.003339769,-0.015995193,-0.014521688,-0.012819798
2001.12.12,48.09000015,24.87000084,0.000272612,0.004709314,0.000651003,-0.002784785,0.004912346,-0.003339769
2001.12.13,52.15000153,25.90999985,-0.015679766,-0.032783026,-0.013057271,0.000272612,0.004709314,0.000651003
2001.12.14,52.79000092,24.62999916,0.00330882,0.003415686,0.004566471,-0.015679766,-0.032783026,-0.013057271
2001.12.17,51.06999969,24.26000023,0.009984818,0.017398669,0.008203755,0.00330882,0.003415686,0.004566471
2001.12.18,49.04999924,23.29000092,0.007517827,0.008671972,0.010700756,0.009984818,0.017398669,0.008203755
2001.12.19,49.68000031,22.57999992,0.005792882,-0.010968974,0.007185343,0.007517827,0.008671972,0.010700756
2001.12.20,52.90999985,23.67000008,-0.008412407,-0.032990883,-0.008507426,0.005792882,-0.010968974,0.007185343
2001.12.21,50.95999908,22.5,0.004341671,0.014124098,0.005010885,-0.008412407,-0.032990883,-0.008507426
2001.12.24,49.43999863,22.62000084,-0.000209641,-0.00069402,0,0.004341671,0.014124098,0.005010885
2001.12.26,49.06000137,22.29000092,0.004115027,0.008306948,0.005247594,-0.000209641,-0.00069402,0
2001.12.27,47.45999908,21.59000015,0.006728844,0.007985622,0.004270145,0.004115027,0.008306948,0.005247594
2001.12.28,45.93999863,21.39999962,0.00335614,0.005469661,0.000560547,0.006728844,0.007985622,0.004270145
2001.12.31,47.25999832,23.79999924,-0.011208002,-0.018722318,-0.011451332,0.00335614,0.005469661,0.000560547
2002.1.2,48.04999924,22.70999908,0.005723683,0.014683493,0.005158524,-0.011208002,-0.018722318,-0.011451332
2002.1.3,47.06999969,21.34000015,0.00913821,0.032322782,0.009754251,0.005723683,0.014683493,0.005158524
2002.1.4,46.86000061,20.45000076,0.006193922,0.007364143,0.008574945,0.00913821,0.032322782,0.009754251
2002.1.7,47.88999939,21.94000053,-0.006520084,-0.010877694,-0.006129078,0.006193922,0.007364143,0.008574945
2002.1.8,47.40999985,21.82999992,-0.003594821,0.00910866,-0.004570572,-0.006520084,-0.010877694,-0.006129078
2002.1.9,48.34999847,22.12999916,-0.004810292,-0.00529187,-0.005577783,-0.003594821,0.00910866,-0.004570572
2002.1.10,48.65999985,22.36000061,0.001219916,0.001148534,-0.002601882,-0.004810292,-0.00529187,-0.005577783
